name,mse_-3.5,ssim_-3.5,ms_ssim_-3.5,mse_3.5,ssim_3.5,ms_ssim_3.5,mse_7.0,ssim_7.0,ms_ssim_7.0,mse_-7.0,ssim_-7.0,ms_ssim_-7.0,mse_4.0,ssim_4.0,ms_ssim_4.0,mse_-4.0,ssim_-4.0,ms_ssim_-4.0,mse_-2.0,ssim_-2.0,ms_ssim_-2.0,mse_2.0,ssim_2.0,ms_ssim_2.0,mse_-3.0,ssim_-3.0,ms_ssim_-3.0,mse_6.0,ssim_6.0,ms_ssim_6.0,mse_-6.0,ssim_-6.0,ms_ssim_-6.0,mse_3.0,ssim_3.0,ms_ssim_3.0,mse_5.0,ssim_5.0,ms_ssim_5.0,mse_-5.0,ssim_-5.0,ms_ssim_-5.0,mse_-2.5,ssim_-2.5,ms_ssim_-2.5,mse_2.5,ssim_2.5,ms_ssim_2.5
0543_20150918_085310_081,0.000296970247291,0.999988257885,0.999995172024,0.000286322552711,0.999987602234,0.999995529652,0.000275379046798,0.999993741512,0.999994814396,0.000291956821457,0.999988555908,0.999995231628,0.00024978921283,0.999993383884,0.999995648861,0.000270729738986,0.999987304211,0.999996006489,0.00049398757983,0.999984562397,0.999990403652,0.000288051902317,0.999988138676,0.999995410442,0.000279706611764,0.999987900257,0.999995529652,0.00030892417999,0.999993801117,0.99999409914,0.000295803154586,0.999988138676,0.999995172024,0.000286622875137,0.999989211559,0.999995231628,0.000277889281278,0.999990642071,0.999995231628,0.000427599734394,0.999988615513,0.999991595745,0.000275230908301,0.999987363815,0.99999588728,0.000293337565381,0.999988138676,0.999995231628
33TJ_20150613_091626_644,0.000657679163851,0.9999756217,0.999987125397,0.000658367120195,0.999975860119,0.999987065792,0.000626058725175,0.999979019165,0.999987304211,0.000597683247179,0.999973356724,0.999988973141,0.00062377017457,0.999975264072,0.999988079071,0.000648299057502,0.999978303909,0.999986946583,0.000364544248441,0.999989211559,0.999992907047,0.000518262211699,0.999974727631,0.999990880489,0.000548760755919,0.999981224537,0.999989032745,0.000653180177324,0.9999756217,0.999987185001,0.00065577327041,0.999975979328,0.999986946583,0.000586088281125,0.999974787235,0.999989032745,0.000643715960905,0.999975442886,0.99998742342,0.000669429311529,0.999977171421,0.999986588955,0.000816326763015,0.999942362309,0.999983251095,0.000528640230186,0.999974489212,0.999990522861
0006_20160726_152436_393,0.000514119805302,0.999972641468,0.99998998642,0.000304434157442,0.999993622303,0.999994039536,0.000353409384843,0.999987602234,0.999993562698,0.000336238415912,0.999988794327,0.999993801117,0.000354355550371,0.999987304211,0.999993622303,0.000333535543177,0.999991416931,0.999993562698,0.000359808531357,0.999985873699,0.999993741512,0.000268031697487,0.999995052814,0.999994754791,0.000353480485501,0.999987602234,0.999993622303,0.000306634668959,0.999994039536,0.999993979931,0.000348419824149,0.999988853931,0.999993503094,0.000355769589078,0.999986946583,0.999993622303,0.000358105171472,0.999989271164,0.99999332428,0.0003537593293,0.99998742342,0.999993622303,0.000346194516169,0.999993264675,0.999993145466,0.000413494301029,0.999983012676,0.999992549419
6G7M_20150409_065235_624,0.00103704852518,0.999899804592,0.999979496002,0.00101706350688,0.999921798706,0.999980449677,0.00102397671435,0.999900758266,0.999979317188,0.000981113407761,0.99991607666,0.999980270863,0.00116970425006,0.999920547009,0.999978303909,0.00108867930248,0.999886572361,0.999978780746,0.000997965573333,0.999917209148,0.99998062849,0.00104574789293,0.999896764755,0.999979436398,0.00106325151864,0.999894142151,0.999979019165,0.000985423917882,0.99991440773,0.999980270863,0.00104019592982,0.99991697073,0.999980151653,0.00103754666634,0.999899566174,0.999979496002,0.00108342571184,0.999887168407,0.999978840351,0.00115093414206,0.999915897846,0.999978363514,0.00103998347186,0.999898612499,0.999979436398,0.000997410505079,0.999912261963,0.999980151653
4KK2_20150906_132936_860,0.000697113457136,0.999967753887,0.999987065792,0.000682403740939,0.999964773655,0.999987185001,0.000744735472836,0.999968588352,0.999986171722,0.00069982605055,0.999967813492,0.999986946583,0.000663829618134,0.999966323376,0.99998742342,0.000653380877338,0.999975025654,0.999988555908,0.000713924353477,0.999971389771,0.999986708164,0.000688446627464,0.999967753887,0.999987125397,0.000679755990859,0.999967515469,0.999987185001,0.000707626866642,0.999968111515,0.999986827374,0.000695996219292,0.999967753887,0.999987065792,0.000743410200812,0.999967992306,0.999986410141,0.000660781865008,0.999965250492,0.999987602234,0.000713132321835,0.999968230724,0.999986708164,0.000693549867719,0.999967753887,0.999987125397,0.000764337717555,0.999963521957,0.999986112118
0043_20160825_152213_298,0.000936789438128,0.999946534634,0.999983072281,0.000901933643036,0.999948441982,0.999985516071,0.00092031492386,0.999947965145,0.999983131886,0.000894871365745,0.999952554703,0.999983727932,0.000716769485734,0.999971628189,0.99998575449,0.000637437391561,0.99997407198,0.999989271164,0.000875783734955,0.999951660633,0.999983787537,0.000901839754079,0.999949932098,0.999983608723,0.000934318231884,0.999946117401,0.999983131886,0.000821647583507,0.999960243702,0.999984443188,0.000914257892873,0.999948322773,0.999983251095,0.000810332072433,0.999963104725,0.999985456467,0.000868890434504,0.999954938889,0.999984264374,0.000799125409685,0.999963581562,0.99998497963,0.000931959133595,0.999946534634,0.999983131886,0.000901697610971,0.999949216843,0.999983489513
47L8_20150701_154757_635,0.00256430264562,0.999631643295,0.999951601028,0.00233039213344,0.999654114246,0.99995547533,0.00230934959836,0.999655902386,0.999955952168,0.00227437797002,0.99965429306,0.999956309795,0.00224472419359,0.99966019392,0.99995726347,0.00261743925512,0.999612808228,0.999950826168,0.00254256627522,0.999633252621,0.999951779842,0.0019803030882,0.999723613262,0.999962627888,0.0023003895767,0.999656498432,0.999956130981,0.00235889106989,0.999650776386,0.999955117702,0.00216927239671,0.999667644501,0.9999589324,0.00255560153164,0.999629974365,0.999951839447,0.00228215800598,0.999657928944,0.999956548214,0.00210015987977,0.99967956543,0.999960243702,0.00240335660055,0.999646246433,0.999954402447,0.0027046201285,0.999611437321,0.999949157238
6G7M_20150308_142824_049,0.00118674582336,0.999890327454,0.999977767467,0.000960780656897,0.999907195568,0.999982118607,0.00119024212472,0.99989002943,0.999977648258,0.00129346805625,0.999882936478,0.999975860119,0.0012100469321,0.999887466431,0.999977350235,0.000975742237642,0.999912977219,0.999981820583,0.00106524361763,0.999900043011,0.999979972839,0.0012895547552,0.999876976013,0.999976158142,0.0011926778825,0.999889791012,0.999977588654,0.00114888965618,0.999893009663,0.999978482723,0.00123468681704,0.999883830547,0.999977052212,0.000967779429629,0.999907970428,0.999982059002,0.00128798105288,0.999879658222,0.999976158142,0.00119793391787,0.999889075756,0.999977588654,0.00111544970423,0.999895274639,0.999979019165,0.000987702864222,0.999909102917,0.999981462955
6G7M_20150307_163253_873,0.00167275522836,0.999836623669,0.999967575073,0.00164431286976,0.999839603901,0.999968111515,0.0020910766907,0.999750137329,0.999959766865,0.00162440445274,0.999842643738,0.999968528748,0.00172732246574,0.999823570251,0.999966323376,0.0019642803818,0.999780893326,0.999962031841,0.00263633136638,0.999617755413,0.999949753284,0.00165862718131,0.999839127064,0.999967753887,0.00237493845634,0.999668419361,0.999954521656,0.00167671986856,0.999835789204,0.999967396259,0.00164637365378,0.999839544296,0.99996805191,0.00164939032402,0.999840080738,0.99996805191,0.00267072487622,0.999629974365,0.999949157238,0.0017446547281,0.999827921391,0.999966204166,0.00169108936097,0.999830067158,0.999967098236,0.00165064877365,0.999839305878,0.999967992306
0039_20141007_192253_786,6.44956744509e-05,0.999999821186,0.99999922514,6.81593592162e-05,0.999999821186,0.99999910593,6.73633403494e-05,0.999999821186,0.99999922514,9.5814721135e-05,0.999999701977,0.999998569489,9.17064389796e-05,0.999999701977,0.999998569489,6.43515377305e-05,0.999999821186,0.99999922514,6.37962148176e-05,0.999999821186,0.99999922514,0.000165641715284,0.999998569489,0.999997079372,6.44790925435e-05,0.999999821186,0.99999922514,0.000100543016742,0.999999701977,0.999998390675,6.41816004645e-05,0.999999821186,0.99999922514,8.40276916279e-05,0.999999701977,0.999998807907,6.51768277748e-05,0.999999821186,0.99999922514,9.41280304687e-05,0.999999701977,0.999998509884,0.000108249128971,0.999999582767,0.999998271465,6.44416650175e-05,0.999999821186,0.99999922514
33TJ_20150811_123054_780,0.000641399470624,0.999977111816,0.99998742342,0.000631194328889,0.999973773956,0.999987661839,0.00059265823802,0.999973058701,0.999988615513,0.000635880744085,0.999973773956,0.999987542629,0.000568912597373,0.999980509281,0.999989330769,0.000494044099469,0.999976813793,0.999990701675,0.000639861274976,0.999975979328,0.999987542629,0.000602555868682,0.999974250793,0.99998831749,0.000567396869883,0.99997407198,0.99998909235,0.000636321667116,0.99997407198,0.999987542629,0.000594564888161,0.999978363514,0.999988555908,0.0006269957521,0.999973773956,0.999987781048,0.000525308016222,0.999974727631,0.99998998642,0.000643113045953,0.999977886677,0.999987602234,0.000618988706265,0.99997395277,0.999987900257,0.000637206423562,0.999974548817,0.999987542629
4KK2_20150905_165606_545,0.000167745616636,0.999997138977,0.999996483326,0.000300670653814,0.999996006489,0.999993741512,0.000166864454513,0.999996960163,0.999996483326,0.000166802288732,0.999996840954,0.999996483326,0.000286201975541,0.999995708466,0.99999409914,0.000166777856066,0.999996960163,0.999996483326,0.000166701924172,0.999996840954,0.999996483326,0.000249647826422,0.999997138977,0.999994575977,0.000180032118806,0.999997615814,0.999996185303,0.000166850164533,0.999996960163,0.999996483326,0.000166730635101,0.999996840954,0.999996483326,0.000297480408335,0.999996423721,0.999993801117,0.00016662850976,0.999996840954,0.999996483326,0.00016682173009,0.999996960163,0.999996483326,0.000325377593981,0.999996125698,0.999993264675,0.000205734017072,0.999997675419,0.999995648861
6G7M_20150403_163241_276,0.000285248825094,0.999994218349,0.999994575977,0.000283500092337,0.999994575977,0.99999499321,0.000263874680968,0.99999499321,0.999995648861,0.000283946690615,0.999994575977,0.999994933605,0.000179910697625,0.999998390675,0.999997317791,0.000250936398515,0.99999666214,0.999996125698,0.000271990167676,0.999994754791,0.999994933605,0.000268040865194,0.999994754791,0.999995410442,0.000262608955381,0.999995052814,0.999995648861,0.000279902131297,0.999994754791,0.99999499321,0.000250941346167,0.999994754791,0.999995410442,0.000281461077975,0.999994695187,0.99999499321,0.000247700547334,0.999996721745,0.999996185303,0.000443395663751,0.999981403351,0.999990999699,0.000277046288829,0.999994754791,0.999995172024,0.000271921395324,0.999995172024,0.999995052814
0039_20141008_195305_670,0.000197026733076,0.999994039536,0.999996602535,0.000197794666747,0.999993979931,0.999996602535,0.000218175468035,0.999994695187,0.999995946884,0.000192340361536,0.999993264675,0.99999666214,0.000196838649572,0.999994814396,0.999996423721,0.000192420629901,0.999993801117,0.99999666214,0.000152933251229,0.999997198582,0.999997079372,0.000187753452337,0.999993026257,0.999996900558,0.000186988254427,0.999995946884,0.999996483326,0.000197002227651,0.999993860722,0.999996602535,0.000190418184502,0.999993562698,0.999996721745,0.000199576621526,0.999994039536,0.999996483326,0.000195422602701,0.999993801117,0.99999666214,0.00019460436306,0.999994456768,0.999996483326,0.000478614878375,0.999984204769,0.99999076128,0.000181771494681,0.999993503094,0.999996960163
4WBR_20150502_165900_869,0.00101101968903,0.999903857708,0.999981105328,0.00100377167109,0.999903917313,0.999981343746,0.00106338062324,0.999912023544,0.999979734421,0.00104156311136,0.999900579453,0.999980926514,0.00113741692621,0.999920904636,0.999978244305,0.000980121083558,0.999906718731,0.999982357025,0.00105824274942,0.999908030033,0.999979972839,0.000991864362732,0.999904930592,0.999981701374,0.00101065437775,0.999904453754,0.999980986118,0.000987445237115,0.99990606308,0.999981939793,0.0010019489564,0.999903917313,0.999981403351,0.00111866916995,0.99991440773,0.999978482723,0.000998308765702,0.999904215336,0.999981462955,0.0010242476128,0.999905526638,0.999980688095,0.000991033390164,0.999905884266,0.999982059002,0.00113696744666,0.999921143055,0.999978244305
0127_20161018_115633_840,0.00197140849195,0.99971562624,0.999960243702,0.00178371765651,0.999754726887,0.99996393919,0.00192704144865,0.999719440937,0.999961614609,0.0019929537084,0.999715983868,0.99995881319,0.00157851679251,0.999790668488,0.999967813492,0.00171040033456,0.999786198139,0.999967157841,0.00187698099762,0.999719619751,0.999962806702,0.00178092822898,0.999752223492,0.999964058399,0.00196457235143,0.999716103077,0.999960422516,0.00181699800305,0.999720275402,0.999964296818,0.00168031651992,0.999772310257,0.999965846539,0.00192003615666,0.999719798565,0.999961793423,0.00190504605416,0.999720096588,0.999962151051,0.00204956741072,0.999713897705,0.999958992004,0.00189964065794,0.999727785587,0.999961674213,0.0017765526427,0.999738037586,0.999965369701
0382_20150912_115650_161,0.00164842442609,0.999729216099,0.999967873096,0.00153217976913,0.999801874161,0.999971091747,0.00168414274231,0.999720275402,0.999967098236,0.00165824987926,0.999739587307,0.999967098236,0.00136238045525,0.999874591827,0.999974727631,0.00163615914062,0.999736309052,0.999967634678,0.00148989446461,0.999849140644,0.999969482422,0.00153196090832,0.999806582928,0.999970853329,0.00161764409859,0.999736785889,0.999968588352,0.00167785922531,0.999721944332,0.999967157841,0.00158880476374,0.99978351593,0.999968230724,0.00148824218195,0.999826967716,0.999972403049,0.00155479600653,0.999832928181,0.999968528748,0.00166435365099,0.999725580215,0.999967336655,0.00148514984176,0.999830901623,0.999972820282,0.00163338973653,0.999735176563,0.999968528748
1125_20151225_165249_517,6.19090278633e-05,0.999999940395,0.999998629093,7.91842321632e-05,0.999999701977,0.99999833107,6.08435220784e-05,0.999999940395,0.999998629093,6.10697097727e-05,0.999999940395,0.999998629093,6.06218527537e-05,0.999999940395,0.999998629093,0.000125324266264,0.999998867512,0.99999755621,5.95886886003e-05,0.999999940395,0.999998629093,6.99150405126e-05,0.999999761581,0.999998569489,6.09978524153e-05,0.999999940395,0.999998629093,6.16664765403e-05,0.999999940395,0.999998748302,6.01829706284e-05,0.999999940395,0.999998629093,8.28154879855e-05,0.999999701977,0.999998271465,6.00412167842e-05,0.999999940395,0.999998629093,6.08602786087e-05,0.999999940395,0.999998629093,6.20405553491e-05,0.999999821186,0.999998748302,0.000127387829707,0.999998986721,0.999997317791
0127_20161023_140727_694,0.000657911296003,0.999960660934,0.999987900257,0.000582138483878,0.999967753887,0.999989807606,0.000558636442292,0.999977171421,0.999989807606,0.000554752012249,0.999969422817,0.999990284443,0.000657782307826,0.999956667423,0.999988973141,0.000557256455068,0.999974906445,0.99998998642,0.000595267687459,0.999966084957,0.999989688396,0.000415074988268,0.999992847443,0.999991893768,0.000611564260907,0.999963283539,0.999989509583,0.00051171897212,0.9999807477,0.999990522861,0.000583707238548,0.999967575073,0.999989807606,0.000556265353225,0.999970197678,0.999990224838,0.000570233503822,0.999970674515,0.99998998642,0.000628348614555,0.999976813793,0.999988377094,0.000664381834213,0.999958455563,0.999988257885,0.000587375834584,0.99996727705,0.999989807606
6G7M_20150412_172559_820,0.000450039777206,0.999982535839,0.999992132187,0.000392413552618,0.999987781048,0.999992787838,0.000468351936433,0.999984264374,0.999991714954,0.000455675995909,0.99998241663,0.999992072582,0.000467404228402,0.999983310699,0.999991893768,0.000241347806877,0.999995052814,0.999995470047,0.000422205775976,0.999985039234,0.999992370605,0.000539345259313,0.999985039234,0.999990403652,0.000457128393464,0.999982595444,0.999992072582,0.00044525283738,0.999982655048,0.999992191792,0.000482146482682,0.999984502792,0.999991595745,0.000354867457645,0.999991893768,0.999993264675,0.000460236595245,0.999982833862,0.999991953373,0.000489702972118,0.999986410141,0.999991238117,0.000441712210886,0.999983370304,0.999992191792,0.00051509833429,0.999974310398,0.999990880489
0382_20150920_124203_342,0.000478025205666,0.999981105328,0.999991238117,0.000459013652289,0.999985396862,0.999991834164,0.000476277928101,0.9999807477,0.999991238117,0.000491754792165,0.999979674816,0.999990463257,0.000466215074994,0.999980032444,0.999991178513,0.000398624746595,0.999987185001,0.999993264675,0.000459085218608,0.999983489513,0.999991714954,0.000428593630204,0.999982655048,0.999991416931,0.000437121663708,0.999986469746,0.999992191792,0.000479414185975,0.999979436398,0.999990701675,0.000475460867165,0.999981164932,0.999991238117,0.000466257333755,0.999980986118,0.999991357327,0.000460394658148,0.9999807477,0.999991416931,0.00081625621533,0.99994045496,0.999983310699,0.000417684845161,0.999987781048,0.999992787838,0.000470152968774,0.999981820583,0.999991416931
33TJ_20150606_203618_822,0.000140693649882,0.999998092651,0.999997854233,0.000144279722008,0.999998092651,0.999997675419,0.00014088775788,0.999998092651,0.999997854233,0.000150058185682,0.999997913837,0.999997794628,0.000140954594826,0.999998092651,0.999997794628,0.000141230877489,0.999998092651,0.999997794628,0.000216241227463,0.999996006489,0.999996006489,0.000141327094752,0.999998092651,0.999997854233,0.000154155553901,0.999998092651,0.999997437,0.000140896867379,0.999998092651,0.999997854233,0.000140643081977,0.999998092651,0.999997794628,0.000141050695674,0.999998092651,0.999997854233,0.000194005391677,0.999997377396,0.999996483326,0.000140911783092,0.999998092651,0.999997794628,0.000147823709995,0.999998033047,0.999997794628,0.00014052898041,0.999998092651,0.999997794628
0009_20160702_185755_393,0.00011204713519,0.999992609024,0.999998152256,0.000145263082231,0.999996602535,0.999997198582,0.000114748545457,0.999992668629,0.999998152256,0.000116250164865,0.999992847443,0.999998092651,0.000110199631308,0.999992668629,0.999998271465,0.000153214903548,0.999998986721,0.999997138977,0.000113670597784,0.999992668629,0.999998152256,0.000115418122732,0.999996840954,0.999997854233,0.000122419922263,0.999993801117,0.999997854233,0.000112354107841,0.999992668629,0.999998152256,0.000114591217425,0.999992668629,0.999998152256,0.000128835396026,0.99999833107,0.999997437,0.000114289316116,0.999992668629,0.999998152256,0.00011783552327,0.999994695187,0.999997913837,0.000110546840006,0.999992609024,0.999998152256,0.000172701780684,0.999996244907,0.99999666214
1125_20151231_125212_198,0.000957679469138,0.999913156033,0.999982595444,0.00093325600028,0.999931752682,0.999982118607,0.000983357080258,0.999909102917,0.999983012676,0.000951496942434,0.999914109707,0.999982833862,0.000952203001361,0.999913215637,0.999983012676,0.000958319753408,0.999919235706,0.999981880188,0.000837582745589,0.999958455563,0.999983549118,0.000958183896728,0.999907970428,0.999983549118,0.000924832420424,0.999943077564,0.999982118607,0.000951723020989,0.999913990498,0.999982833862,0.000956326082814,0.999913215637,0.999982595444,0.00095334026264,0.999912023544,0.999983131886,0.000954525079578,0.999944925308,0.999981164932,0.000952286063693,0.999913692474,0.999982893467,0.00096142856637,0.999914169312,0.999982059002,0.000961741665378,0.999908268452,0.999983608723
6G7M_20150321_125024_144,0.000492488383316,0.999977886677,0.999990940094,0.000562126049772,0.999975919724,0.99998909235,0.000563856505323,0.999974429607,0.999989032745,0.000503058254253,0.999975502491,0.999990284443,0.000356373813702,0.999991714954,0.999993383884,0.00055221101502,0.999973356724,0.999989211559,0.000527073978446,0.999964296818,0.999989271164,0.000526274670847,0.99997729063,0.999990224838,0.000564835674595,0.99997574091,0.999989211559,0.000561993860174,0.999974250793,0.99998909235,0.000542815832887,0.999971866608,0.999989271164,0.000457800197182,0.999981224537,0.999991476536,0.000505417876411,0.999974548817,0.999990165234,0.000558630097657,0.99997395277,0.999989211559,0.000744383607525,0.999971449375,0.999987542629,0.000550683995243,0.999976456165,0.999989569187
