name,mse_-3.5,ssim_-3.5,ms_ssim_-3.5,mse_3.5,ssim_3.5,ms_ssim_3.5,mse_7.0,ssim_7.0,ms_ssim_7.0,mse_-7.0,ssim_-7.0,ms_ssim_-7.0,mse_4.0,ssim_4.0,ms_ssim_4.0,mse_-4.0,ssim_-4.0,ms_ssim_-4.0,mse_-2.0,ssim_-2.0,ms_ssim_-2.0,mse_2.0,ssim_2.0,ms_ssim_2.0,mse_-3.0,ssim_-3.0,ms_ssim_-3.0,mse_6.0,ssim_6.0,ms_ssim_6.0,mse_-6.0,ssim_-6.0,ms_ssim_-6.0,mse_3.0,ssim_3.0,ms_ssim_3.0,mse_5.0,ssim_5.0,ms_ssim_5.0,mse_-5.0,ssim_-5.0,ms_ssim_-5.0,mse_-2.5,ssim_-2.5,ms_ssim_-2.5,mse_2.5,ssim_2.5,ms_ssim_2.5
0039_20141005_163731_148,0.000514406769071,0.999982893467,0.999990642071,0.000488477002364,0.999983131886,0.999990940094,0.000464259152068,0.999984443188,0.999991238117,0.000511143356562,0.999983072281,0.999990642071,0.000464198266855,0.99998408556,0.999991357327,0.000493713363539,0.999983787537,0.999990880489,0.000446986086899,0.999981462955,0.999991595745,0.000321764557157,0.999987125397,0.999993622303,0.000511457561515,0.999983012676,0.999990642071,0.000395591981942,0.999989211559,0.999992370605,0.000470298778964,0.999983727932,0.999991178513,0.000504120776895,0.999983251095,0.999990701675,0.000455147295725,0.999982655048,0.999991416931,0.000487496232381,0.999983787537,0.999990940094,0.000505554547999,0.999983131886,0.999990642071,0.000978179741651,0.999936759472,0.999982297421
33TJ_20150701_211925_591,4.02035293519e-05,0.999999821186,0.999999344349,4.90195379825e-05,0.999999821186,0.999999284744,4.0203682147e-05,0.999999821186,0.999999344349,4.79298651044e-05,0.999999821186,0.99999922514,4.03217964049e-05,0.999999821186,0.999999344349,4.1655228415e-05,0.999999821186,0.999999344349,0.000140902717249,0.999998390675,0.999997377396,4.02154473704e-05,0.999999821186,0.999999344349,4.02387922804e-05,0.999999821186,0.999999344349,7.18001610949e-05,0.999999582767,0.999998748302,4.01219476771e-05,0.999999821186,0.999999344349,4.02026889788e-05,0.999999821186,0.999999344349,9.67571468209e-05,0.999999284744,0.999998271465,4.01165416406e-05,0.999999821186,0.999999344349,4.49422004749e-05,0.999999821186,0.999999344349,4.02062833018e-05,0.999999821186,0.999999344349
1125_20160317_214721_394,0.001189871924,0.999902546406,0.999977827072,0.00116734427866,0.999903976917,0.999978125095,0.00103964784648,0.999909877777,0.999981403351,0.00123515282758,0.999901115894,0.99997740984,0.000534558144864,0.999976933002,0.999990642071,0.000706651597284,0.999971568584,0.999986231327,0.00107112154365,0.999912679195,0.999979794025,0.00123352371156,0.999900817871,0.999977350235,0.000935751479119,0.999922096729,0.999982118607,0.00122243142687,0.999900519848,0.999977350235,0.00115010631271,0.999905288219,0.999978363514,0.00105665775482,0.99991351366,0.999980509281,0.00124931917526,0.99989938736,0.999976933002,0.00111668161117,0.999908149242,0.999978840351,0.000789300946053,0.999953746796,0.999985516071,0.00169665296562,0.999755203724,0.999970138073
0043_20161007_161213_761,0.000903355074115,0.999922454357,0.999987363815,0.000893424323294,0.99992865324,0.99998742342,0.000885592075065,0.99992865324,0.999987542629,0.00118134682998,0.999895751476,0.9999807477,0.000996416434646,0.999921619892,0.999983727932,0.000878114835359,0.999924838543,0.999988138676,0.000886650756001,0.999927818775,0.999987781048,0.00146831921302,0.999894142151,0.999972403049,0.00087552255718,0.999926745892,0.999988079071,0.00118634605315,0.999902427197,0.999979496002,0.000886966940016,0.99993532896,0.999986827374,0.000892582349479,0.999928474426,0.99998742342,0.000903200358152,0.999933958054,0.999986231327,0.00178151007276,0.99979621172,0.999968290329,0.000891009520274,0.999928295612,0.999987602234,0.000854613201227,0.999925911427,0.999988615513
4KK2_20150829_170525_488,0.000129155188915,0.999999284744,0.999997913837,0.000134640416945,0.999999284744,0.999998092651,0.00014915203792,0.99999922514,0.999997794628,0.000134590125526,0.999999284744,0.999998092651,0.000104605387605,0.999999046326,0.999998092651,0.000134423215059,0.999999284744,0.999998092651,0.000134517948027,0.999999284744,0.999998092651,0.000136069211294,0.999999284744,0.999997913837,0.000134497429826,0.999999284744,0.999998092651,0.000134451198392,0.999999284744,0.999998092651,0.000118094176287,0.99999910593,0.999998033047,0.000134578382131,0.999999284744,0.999998092651,0.000196479842998,0.999997675419,0.999996483326,0.000134560003062,0.999999284744,0.999998092651,0.000144450445077,0.999999284744,0.999997913837,0.000136144692078,0.999999284744,0.999997913837
33TJ_20150628_211117_139,9.91170381894e-05,0.999999821186,0.999998390675,0.000124386438983,0.99999922514,0.999997794628,0.000132535962621,0.99999922514,0.999997615814,9.963055345e-05,0.999999821186,0.99999833107,9.96464950731e-05,0.999999821186,0.99999833107,0.000118896925414,0.999998807907,0.999997794628,0.000100167322671,0.999999821186,0.999998390675,0.000114437047159,0.999999463558,0.999997913837,9.87165331026e-05,0.999999821186,0.999998390675,9.9629862234e-05,0.999999821186,0.99999833107,0.000104801416455,0.999999344349,0.999998092651,9.97375536826e-05,0.999999821186,0.999998390675,9.96219969238e-05,0.999999821186,0.999998390675,9.98280447675e-05,0.999999821186,0.999998390675,0.000165445526363,0.999998271465,0.999996960163,0.000107755542558,0.999999582767,0.999998152256
5a9e_20141008_114253_363,0.000469470425742,0.999979972839,0.999991238117,0.000471932347864,0.999979972839,0.999991238117,0.000534108257852,0.9999807477,0.999990046024,0.000469766499009,0.999979972839,0.999991238117,0.000469805905595,0.999979913235,0.999991238117,0.000495517393574,0.999982655048,0.999990880489,0.000470153958304,0.999979913235,0.999991238117,0.000563799287193,0.99997907877,0.999989807606,0.000469774793601,0.999979972839,0.999991238117,0.000488645513542,0.999981939793,0.999990940094,0.000419727555709,0.999983787537,0.999992191792,0.000469884864287,0.999979913235,0.999991238117,0.000573628232814,0.999979794025,0.999989509583,0.00047146162251,0.999979972839,0.999991238117,0.000435731402831,0.999983549118,0.999991714954,0.000469783961307,0.999979972839,0.999991238117
6G7M_20150328_164127_854,0.000312120857416,0.999988377094,0.999994575977,0.000414952082792,0.99997061491,0.999994754791,0.000418289739173,0.999970197678,0.999994754791,0.000433465436799,0.999967575073,0.999994933605,0.000227035881835,0.999998986721,0.999995052814,0.000420618220232,0.999969184399,0.999994754791,0.000434205401689,0.999966323376,0.999994933605,0.000339919672115,0.999983131886,0.999994933605,0.000418584590079,0.999970018864,0.999994754791,0.000404918886488,0.999974012375,0.999994695187,0.000424145924626,0.999968230724,0.999994754791,0.000268659670837,0.999993383884,0.999994933605,0.000436484406237,0.999966681004,0.99999499321,0.000419224292273,0.999969780445,0.999994754791,0.000339394173352,0.999992847443,0.999993622303,0.000386564875953,0.999977886677,0.999994575977
0006_20160726_152445_631,0.000188698963029,0.999998629093,0.999996423721,0.000266384973656,0.999997437,0.999994933605,0.000193254789338,0.99999833107,0.999996364117,0.000187104727956,0.999998748302,0.999996423721,0.000168741811649,0.99999922514,0.999996960163,0.000106961728306,0.999998390675,0.999998271465,0.000200360518647,0.99999833107,0.999996125698,0.0001847557578,0.999998867512,0.999996483326,0.00017978278629,0.999998867512,0.99999666214,0.00019056382007,0.999998629093,0.999996364117,0.00018815259682,0.999998748302,0.999996423721,0.000177144116606,0.999998390675,0.999996840954,0.000220695670578,0.999998271465,0.999996125698,0.000206255484954,0.99999833107,0.99999576807,0.000187059456948,0.999998807907,0.999996483326,0.000271144323051,0.999995291233,0.999994754791
5a9e_20141010_173648_475,0.000842968351208,0.999970197678,0.999985277653,0.000959922734182,0.999933719635,0.999983966351,0.000873239478096,0.999956667423,0.999985873699,0.000962783524301,0.999933183193,0.999983966351,0.000843338435516,0.999968349934,0.999985396862,0.000974009046331,0.999930679798,0.999983787537,0.000818217347842,0.999967873096,0.999985516071,0.00102846254595,0.999924838543,0.999983131886,0.000767439603806,0.999974250793,0.999986410141,0.000961865182035,0.999933421612,0.999983966351,0.000991183216684,0.999927818775,0.999983608723,0.000856718688738,0.999948561192,0.999985456467,0.000890245020855,0.999950170517,0.999985516071,0.00111240916885,0.999917209148,0.999980449677,0.00096577568911,0.999932348728,0.999983966351,0.000841087370645,0.999962627888,0.999985516071
4WBR_20150430_165811_573,0.000161025411217,0.99999755621,0.999997198582,0.000166304220329,0.999997615814,0.999997138977,0.000175527165993,0.999997675419,0.999996840954,0.000159234637977,0.99999755621,0.999997377396,0.000178150163265,0.999997794628,0.999996721745,0.000158680471941,0.999997615814,0.999997317791,0.00014279964671,0.999998748302,0.999997377396,0.000149207873619,0.999997615814,0.999997615814,0.000160682902788,0.99999755621,0.999997198582,0.000191577084479,0.999997437,0.999996423721,0.000156080641318,0.999997615814,0.999997377396,0.000171685984242,0.99999755621,0.999996960163,0.000263629568508,0.999994575977,0.999994933605,0.000145476980833,0.999997794628,0.999997615814,0.000180777889909,0.999997437,0.99999666214,0.000160010938998,0.999997615814,0.999997317791
4W8F_20150424_192935_548,0.00027850738843,0.999990642071,0.999995231628,0.000260976725258,0.999990642071,0.999995648861,0.000278534076642,0.999991893768,0.999995172024,0.000252158701187,0.999994754791,0.999995410442,0.000257469218923,0.999990880489,0.999995708466,0.000253104546573,0.999995172024,0.999995410442,0.000275447906461,0.999990642071,0.999995231628,0.000303203647491,0.999993741512,0.999993979931,0.000270482385531,0.999990642071,0.999995410442,0.000262794317678,0.999994456768,0.99999499321,0.000278147141216,0.999990642071,0.999995231628,0.000271152151981,0.999992668629,0.999995231628,0.000277865503449,0.999993741512,0.99999499321,0.000273288344033,0.999994218349,0.999994575977,0.000246703217272,0.999991178513,0.999996006489,0.000277360406471,0.999990642071,0.999995231628
0244_20151010_140713_087,0.000514132960234,0.99997895956,0.999990165234,0.000443331518909,0.999982059002,0.999992370605,0.000441432144726,0.999982178211,0.999992549419,0.000413560628658,0.999983072281,0.999993383884,0.000430812302511,0.999982297421,0.999992847443,0.000468464888399,0.999980866909,0.999991357327,0.000459062721347,0.999983370304,0.999990701675,0.000388933141949,0.999982357025,0.999994277954,0.000500901718624,0.999981105328,0.999990165234,0.000439656258095,0.999982178211,0.999992549419,0.000432790780906,0.999982357025,0.999992549419,0.000421661272412,0.999982297421,0.999993145466,0.000436329835793,0.999982178211,0.999992668629,0.000588400405832,0.999978601933,0.999988079071,0.000383433769457,0.999983370304,0.999994337559,0.000454997410998,0.999981880188,0.999991893768
4KK2_20150822_111058_087,0.000155153247761,0.999998092651,0.999996960163,0.00017382997612,0.999998569489,0.99999666214,0.000143025768921,0.999998390675,0.999997198582,0.000155644593178,0.999998092651,0.999996960163,0.000151505344547,0.999998271465,0.999997079372,0.000201861403184,0.999995470047,0.999996483326,0.00014016260684,0.999998509884,0.999997317791,0.000150219158968,0.999999046326,0.999997079372,0.000155086265295,0.999998092651,0.999996960163,0.000154785433551,0.999998271465,0.999996960163,0.000147060651216,0.999998271465,0.999997138977,0.000161599091371,0.999998569489,0.999996960163,0.000141585682286,0.999998390675,0.999997317791,0.000153923552716,0.999998092651,0.999996960163,0.000157662812853,0.999998271465,0.999996900558,0.000244569964707,0.999995231628,0.999995291233
0244_20151010_131538_689,0.00233195233159,0.999667704105,0.999953329563,0.00243558664806,0.99965429306,0.99995213747,0.00250397413038,0.99964183569,0.999951541424,0.00238034850918,0.99964928627,0.999954998493,0.00206733378582,0.999714791775,0.999955892563,0.00240753218532,0.999649941921,0.999954044819,0.0023543627467,0.999666929245,0.999952971935,0.00220284727402,0.999672353268,0.999958992004,0.00233219563961,0.99964851141,0.999955952168,0.00225807074457,0.999672114849,0.99995392561,0.00248174881563,0.999643146992,0.999952077866,0.00242379447445,0.999656021595,0.99995225668,0.00227177725174,0.999652922153,0.999957382679,0.00245907809585,0.999644458294,0.999952733517,0.00240207463503,0.999659240246,0.999952495098,0.00215412420221,0.999684512615,0.999954998493
0043_20160917_133219_156,0.000147788654431,0.99999833107,0.999997317791,0.000174397646333,0.999998271465,0.999997198582,0.000146745936945,0.999998509884,0.999997437,0.000149202271132,0.999998509884,0.999997437,0.000143281911733,0.99999833107,0.999997437,0.000149638755829,0.999998509884,0.999997437,0.000132059125463,0.999998629093,0.999997615814,0.000151339758304,0.999998509884,0.999997437,0.000149269384565,0.999998509884,0.999997437,0.000151989777805,0.99999833107,0.999997138977,0.000150420892169,0.999998509884,0.999997437,0.000144797915709,0.999998509884,0.999997437,0.000148053572048,0.999998509884,0.999997377396,0.000149378975038,0.999998509884,0.999997437,0.000182520845556,0.999997794628,0.99999666214,0.000161644027685,0.999998390675,0.999997317791
0919_20150906_185413_388,0.00018910971994,0.999997437,0.999995946884,0.000174336135387,0.999998271465,0.999996364117,0.000189308353583,0.999998033047,0.999996006489,0.000174449858605,0.999998271465,0.999996364117,0.00018279950018,0.999998092651,0.999996125698,0.00017495432985,0.999998271465,0.999996364117,0.000347208289895,0.999993741512,0.99999332428,0.000174399028765,0.999998271465,0.999996364117,0.000225137438974,0.999996423721,0.999995410442,0.000174514119863,0.999998271465,0.999996364117,0.000174764194526,0.999998152256,0.999996244907,0.000174343935214,0.999998271465,0.999996364117,0.00027818014496,0.99999499321,0.999994456768,0.000177727721166,0.999998152256,0.999996185303,0.000174355431227,0.999998271465,0.999996364117,0.000181090726983,0.999998152256,0.999996185303
0063_20160723_193413_056,0.000678432639688,0.999958336353,0.99998664856,0.000679842894897,0.999959230423,0.999986588955,0.000699034484569,0.999974727631,0.999986410141,0.000662428210489,0.99995213747,0.999987065792,0.000690137967467,0.999970138073,0.999986469746,0.000668938038871,0.999955117702,0.999986946583,0.000634635973256,0.999950230122,0.999987602234,0.000684864760842,0.999976396561,0.999987840652,0.000727310020011,0.999972641468,0.999986231327,0.000677261967212,0.999957978725,0.999986708164,0.000671928399242,0.999960660934,0.999986827374,0.000654874369502,0.999953091145,0.999987125397,0.000674830691423,0.999956905842,0.999986827374,0.000675638963003,0.999962329865,0.99998664856,0.000770322571043,0.999968290329,0.999985694885,0.000611074909102,0.999953329563,0.999988019466
0037_20160719_122512_780,0.000109962158604,0.99999833107,0.999997615814,0.000110238986963,0.999998569489,0.999997615814,0.000137036346132,0.999998271465,0.999997317791,0.000109857479401,0.999998569489,0.999997615814,0.000103345337266,0.99999833107,0.999997675419,0.000124928774312,0.999998271465,0.999997615814,0.000136844755616,0.999998390675,0.999997437,0.00010578356887,0.999998569489,0.999997675419,0.000136638627737,0.999998271465,0.999997317791,0.000103336824395,0.999998509884,0.999997675419,0.0001095981861,0.999998569489,0.999997615814,0.000123414924019,0.99999833107,0.999997437,0.000320448220009,0.999994277954,0.999993503094,0.000125351711176,0.999998271465,0.99999755621,0.000105081082438,0.99999833107,0.999997675419,0.000108327381895,0.999998569489,0.999997615814
1125_20151201_121436_471,0.000149772400619,0.999994277954,0.999997437,0.000188068152056,0.999995708466,0.999996483326,0.00014899323287,0.999994277954,0.999997437,0.000150358770043,0.999994277954,0.999997437,0.00014894886408,0.999994277954,0.999997437,0.000255029066466,0.999994695187,0.999994933605,0.000170503335539,0.99999588728,0.999996900558,0.000148888590047,0.999994277954,0.999997437,0.00014898761583,0.999994277954,0.999997437,0.0001498174679,0.999994277954,0.999997437,0.000148913677549,0.999994277954,0.999997437,0.000204168158234,0.999995470047,0.999996185303,0.000149569736095,0.999994277954,0.999997437,0.000148972278112,0.999994277954,0.999997437,0.000156664507813,0.999994575977,0.999997317791,0.000231723912293,0.999995172024,0.999995529652
33TJ_20150729_154124_047,0.000942483718973,0.999915122986,0.999981641769,0.00102532713208,0.999903976917,0.999979674816,0.00103616644628,0.999902963638,0.999979496002,0.00101485580672,0.999914348125,0.999979496002,0.00102882250212,0.999911010265,0.999979317188,0.000777940847911,0.99995726347,0.999985039234,0.00096664193552,0.999911308289,0.999980926514,0.000975920236669,0.999925076962,0.999980211258,0.000897592806723,0.999922811985,0.99998241663,0.00104385847226,0.999911308289,0.999978840351,0.00101667759009,0.99990516901,0.999979913235,0.00104405579623,0.999902248383,0.999979317188,0.00103438587394,0.999906599522,0.999979496002,0.00114638102241,0.999888002872,0.999976813793,0.000999426236376,0.999907314777,0.999980270863,0.000826478935778,0.999938011169,0.999984025955
4KK2_20150910_141912_027,0.000125713093439,0.999997317791,0.999998152256,0.000126447252114,0.999998092651,0.999997913837,0.000126347425976,0.999997317791,0.999998271465,0.000132014567498,0.999996602535,0.999998271465,0.000216430387809,0.999994814396,0.999996006489,0.000127979656099,0.999997079372,0.999998271465,0.000135039808811,0.999997615814,0.999997794628,0.000136983566335,0.99999588728,0.999998152256,0.000126547296531,0.999997317791,0.999998271465,0.000125368664158,0.999997317791,0.999998152256,0.000130419954075,0.999996721745,0.999998271465,0.000134905945743,0.999997854233,0.999997615814,0.000133498760988,0.999996364117,0.999998271465,0.000126978586195,0.999997138977,0.999998271465,0.000122771278257,0.99999755621,0.999998152256,0.000155932022608,0.999998092651,0.999997138977
0043_20161005_162119_099,0.00191040150821,0.999756038189,0.999962627888,0.00167874654289,0.999844551086,0.999966561794,0.00163679558318,0.999852120876,0.99996727705,0.0016708758194,0.999845981598,0.999966621399,0.00166399520822,0.999846875668,0.999966800213,0.00178116245661,0.99979621172,0.99996471405,0.0023070781026,0.99966865778,0.999955832958,0.00166990456637,0.999845266342,0.999966621399,0.00189018144738,0.999756515026,0.999963104725,0.00166990165599,0.999846220016,0.999966681004,0.00170332088601,0.999838829041,0.999966144562,0.00166213838384,0.999846994877,0.999966681004,0.00166772818193,0.999846637249,0.999966681004,0.00212761806324,0.999704837799,0.999959051609,0.00170893373434,0.999834477901,0.999965965748,0.00162398873363,0.999850213528,0.999967515469
0155_20160903_164137_774,0.000129360414576,0.999998569489,0.999998092651,0.000108931679279,0.999998748302,0.999998390675,0.000111561268568,0.999999046326,0.999998152256,0.00010876669694,0.999998748302,0.999998390675,0.00012112242257,0.999998569489,0.999998033047,0.000112210669613,0.999998569489,0.999998390675,7.39218448871e-05,0.999999344349,0.999998807907,0.00010941959772,0.999998748302,0.999998390675,0.000110152759589,0.999998569489,0.999998390675,9.55353752943e-05,0.99999922514,0.999998390675,0.000108997737698,0.999998748302,0.999998390675,0.00011098113464,0.999998748302,0.99999833107,0.000119305615954,0.999998569489,0.999998092651,0.000147500948515,0.999998390675,0.999997377396,0.000113656918984,0.999998867512,0.999998390675,0.00010912475409,0.999998748302,0.999998390675
